Sigla;Código;Município;1970;1980;1991;2000;2010;
SP;3551900;Severínia;53,3;58,19;68,51;70,179;73,42;
SP;3552007;Silveiras;49,96;59,46;60,063;65,568;73,72;
SP;3552106;Socorro;52,78;58,27;70,754;75,966;74,66;
SP;3552205;Sorocaba;55,22;57,72;68,205;71,64;75,59;
SP;3552304;Sud Mennucci;48,83;61,79;70,057;72,709;73,51;
SP;3552403;Sumaré;54,15;60,01;70,541;73,298;75,71;
SP;3552502;Suzano;49,39;54,94;65,199;67,761;77,36;
SP;3552551;Suzanápolis;;;68,267;70,767;73,75;
SP;3552601;Tabapuã;57,87;63,23;69,081;71,498;74,2;
SP;3552700;Tabatinga;57;61,7;67,179;70,236;74,1;
SP;3552809;Taboão da Serra;51,42;56,31;68,076;71,688;76,79;
SP;3552908;Taciba;53,43;59,7;65,109;72,186;73,52;
SP;3553005;Taguaí;53,39;56,9;69,524;73,088;74,05;
SP;3553104;Taiaçu;55,7;63,07;68,028;69,731;73,84;
SP;3553203;Taiúva;57,88;63,06;71,366;72,432;75,08;
SP;3553302;Tambaú;53,5;58,4;69,257;73,02;76,45;
SP;3553401;Tanabi;57,99;60,66;70,454;73,53;74,73;
SP;3553500;Tapiraí;48,52;59,45;65,594;68,993;75,74;
SP;3553609;Tapiratiba;49,78;60,44;71,964;73,112;77,18;
SP;3553658;Taquaral;;;68,028;71,251;74,4;
SP;3553708;Taquaritinga;55,62;60;68,444;69,101;74,61;
SP;3553807;Taquarituba;50,67;56,38;63,514;67,773;73,65;
SP;3553856;Taquarivaí;;;63,332;65,267;73,64;
SP;3553906;Tarabai;52,27;60,11;66,595;73,227;74,37;
SP;3553955;Tarumã;;;69,522;70,535;76,13;
SP;3554003;Tatuí;51,16;57,39;65,512;71,436;75,52;
SP;3554102;Taubaté;54,91;59,88;71,976;72,732;77,98;
SP;3554201;Tejupá;54,67;56,74;66,008;67,941;72,65;
SP;3554300;Teodoro Sampaio;49,16;57,11;66,707;69,361;76,38;
SP;3554409;Terra Roxa;58,53;61,35;67,15;72,144;75,3;
SP;3554508;Tietê;56,96;58,7;68,553;70,662;78,04;
SP;3554607;Timburi;51,26;57,76;64,162;70,78;74,58;
SP;3554656;Torre de Pedra;;;63,786;71,436;74,73;
SP;3554706;Torrinha;58,2;62,34;72,342;75,653;76,11;
SP;3554755;Trabiju;;;64,564;70,231;73,63;
SP;3554805;Tremembé;47,14;59,52;68,467;74,475;77,38;
SP;3554904;Três Fronteiras;54,07;57,61;66,112;70,788;74,73;
SP;3554953;Tuiuti;;;69,483;72,511;77,24;
SP;3555000;Tupã;54,74;59,3;67,147;70,874;76,1;
SP;3555109;Tupi Paulista;57,45;59,59;65,243;70,749;75,08;
SP;3555208;Turiúba;48,22;59,3;72,744;75,918;74,44;
SP;3555307;Turmalina;50,7;57,03;71,224;75,268;74,04;
SP;3555356;Ubarana;;;71,185;71,549;75,62;
SP;3555406;Ubatuba;52,77;60,06;69,927;71,987;75,47;
SP;3555505;Ubirajara;54,29;59,74;71,958;73,212;74,72;
SP;3555604;Uchoa;57,27;60,66;66,157;68,149;74,36;
SP;3555703;União Paulista;57,63;61,79;67,976;75,387;76,75;
SP;3555802;Urânia;54,19;57,22;69,348;70,644;73,25;
SP;3555901;Uru;53,9;56,8;64,098;67,101;74,93;
SP;3556008;Urupês;57,86;63,25;72,111;73,581;74,03;
SP;3556107;Valentim Gentil;56,18;59,93;71,114;73,529;73,62;
SP;3556206;Valinhos;57,21;63,67;69,784;71,91;76,01;
SP;3556305;Valparaíso;58,39;60,66;72,741;74,578;74,47;
SP;3556354;Vargem;;;72,314;74,667;75,36;
SP;3556404;Vargem Grande do Sul;55,23;57,6;72,178;76,001;76,78;
SP;3556453;Vargem Grande Paulista;;;66,911;71,957;78,02;
SP;3556503;Várzea Paulista;48,15;58,26;70,699;72,124;76,8;
SP;3556602;Vera Cruz;52,83;59,44;65,562;67,563;74,79;
SP;3556701;Vinhedo;56,72;57,74;71,771;74,873;77,68;
SP;3556800;Viradouro;57,52;64,39;70,781;73,004;74,4;
SP;3556909;Vista Alegre do Alto;56,59;61,35;73,632;75,618;75,41;
SP;3556958;Vitória Brasil;;;70,209;72,244;73,63;
SP;3557006;Votorantim;51,98;57,32;68,629;72,973;75,3;
SP;3557105;Votuporanga;57,68;59,13;71,114;71,916;76,44;
SP;3557154;Zacarias;;;71,132;76,02;74,56;
SP;3557204;Chavantes;52,22;57,76;68,908;71,259;74,66;
SP;3557303;Estiva Gerbi;;;71,647;73,298;73,87;
SP;3599919;Santo Amaro;;;;;;
